locusId	sysName	desc	comb	setAS4 0-5	setAS6 10
HNEAP_RS00370	HNEAP_RS00370	hypothetical protein	HNEAP_RS00370 hypothetical protein	602	564
HNEAP_RS00380	HNEAP_RS00380	hypothetical protein	HNEAP_RS00380 hypothetical protein	618	553
HNEAP_RS00385	HNEAP_RS00385	hypothetical protein	HNEAP_RS00385 hypothetical protein	395	335
HNEAP_RS00390	HNEAP_RS00390	hypothetical protein	HNEAP_RS00390 hypothetical protein	159	127
HNEAP_RS00395	HNEAP_RS00395	hypothetical protein	HNEAP_RS00395 hypothetical protein	367	280
HNEAP_RS00400	HNEAP_RS00400	hypothetical protein	HNEAP_RS00400 hypothetical protein	166	143
HNEAP_RS00405	HNEAP_RS00405	hypothetical protein	HNEAP_RS00405 hypothetical protein	157	146
HNEAP_RS00410	HNEAP_RS00410	hypothetical protein	HNEAP_RS00410 hypothetical protein	211	179
HNEAP_RS00415	HNEAP_RS00415	yfeABCD locus regulator	HNEAP_RS00415 yfeABCD locus regulator	454	371
HNEAP_RS00420	HNEAP_RS00420	ATPase	HNEAP_RS00420 ATPase	1476	1228
HNEAP_RS00435	HNEAP_RS00435	cation transporter	HNEAP_RS00435 cation transporter	1195	1130
HNEAP_RS00440	HNEAP_RS00440	N-acetyltransferase	HNEAP_RS00440 N-acetyltransferase	56	52
HNEAP_RS00445	HNEAP_RS00445	hypothetical protein	HNEAP_RS00445 hypothetical protein	580	468
HNEAP_RS00450	HNEAP_RS00450	mercury transporter MerC	HNEAP_RS00450 mercury transporter MerC	714	588
HNEAP_RS00455	HNEAP_RS00455	hypothetical protein	HNEAP_RS00455 hypothetical protein	413	374
HNEAP_RS00460	HNEAP_RS00460	hypothetical protein	HNEAP_RS00460 hypothetical protein	773	646
HNEAP_RS00465	HNEAP_RS00465	hypothetical protein	HNEAP_RS00465 hypothetical protein	1500	1340
HNEAP_RS00470	HNEAP_RS00470	integrase	HNEAP_RS00470 integrase	629	526
HNEAP_RS00480	HNEAP_RS00480	class I SAM-dependent methyltransferase	HNEAP_RS00480 class I SAM-dependent methyltransferase	899	779
HNEAP_RS00485	HNEAP_RS00485	SNF2-like protein	HNEAP_RS00485 SNF2-like protein	7728	6856
HNEAP_RS00490	HNEAP_RS00490	ferrous iron transport protein A	HNEAP_RS00490 ferrous iron transport protein A	84	86
HNEAP_RS00510	HNEAP_RS00510	molecular chaperone DnaJ	HNEAP_RS00510 molecular chaperone DnaJ	966	873
HNEAP_RS00565	HNEAP_RS00565	twin-arginine translocase subunit TatC	HNEAP_RS00565 twin-arginine translocase subunit TatC	93	94
HNEAP_RS00575	HNEAP_RS00575	iron export ABC transporter permease subunit FetB	HNEAP_RS00575 iron export ABC transporter permease subunit FetB	527	513
HNEAP_RS00580	HNEAP_RS00580	ABC transporter	HNEAP_RS00580 ABC transporter	455	378
HNEAP_RS00585	HNEAP_RS00585	hypothetical protein	HNEAP_RS00585 hypothetical protein	818	746
HNEAP_RS00590	HNEAP_RS00590	DNA helicase RecG	HNEAP_RS00590 DNA helicase RecG	2707	2300
HNEAP_RS00595	HNEAP_RS00595	Hsp20/alpha crystallin family protein	HNEAP_RS00595 Hsp20/alpha crystallin family protein	730	605
HNEAP_RS00605	HNEAP_RS00605	OmpA family protein	HNEAP_RS00605 OmpA family protein	1589	1313
HNEAP_RS00610	HNEAP_RS00610	hypothetical protein	HNEAP_RS00610 hypothetical protein	2299	2071
HNEAP_RS00615	HNEAP_RS00615	hypothetical protein	HNEAP_RS00615 hypothetical protein	411	342
HNEAP_RS00620	HNEAP_RS00620	hypothetical protein	HNEAP_RS00620 hypothetical protein	607	510
HNEAP_RS00635	HNEAP_RS00635	diguanylate cyclase	HNEAP_RS00635 diguanylate cyclase	2051	1696
HNEAP_RS00640	HNEAP_RS00640	response regulator	HNEAP_RS00640 response regulator	409	374
HNEAP_RS00645	HNEAP_RS00645	sensor histidine kinase	HNEAP_RS00645 sensor histidine kinase	3687	3289
HNEAP_RS00650	HNEAP_RS00650	serine/threonine-protein phosphatase	HNEAP_RS00650 serine/threonine-protein phosphatase	1268	1065
HNEAP_RS00655	HNEAP_RS00655	magnesium and cobalt transport protein CorA	HNEAP_RS00655 magnesium and cobalt transport protein CorA	1689	1549
HNEAP_RS00660	HNEAP_RS00660	glycosyltransferase family 1 protein	HNEAP_RS00660 glycosyltransferase family 1 protein	2378	2009
HNEAP_RS00665	HNEAP_RS00665	phosphatase PAP2 family protein	HNEAP_RS00665 phosphatase PAP2 family protein	1042	916
HNEAP_RS00670	HNEAP_RS00670	general secretion pathway protein GspC	HNEAP_RS00670 general secretion pathway protein GspC	2410	2109
HNEAP_RS00675	HNEAP_RS00675	type II secretion system protein GspD	HNEAP_RS00675 type II secretion system protein GspD	4909	4279
HNEAP_RS00680	HNEAP_RS00680	type II secretion system protein GspE	HNEAP_RS00680 type II secretion system protein GspE	4401	3866
HNEAP_RS00685	HNEAP_RS00685	type II secretion system protein GspF	HNEAP_RS00685 type II secretion system protein GspF	2109	1866
HNEAP_RS00690	HNEAP_RS00690	type II secretion system protein GspG	HNEAP_RS00690 type II secretion system protein GspG	509	430
HNEAP_RS00705	HNEAP_RS00705	type II secretion system protein GspJ	HNEAP_RS00705 type II secretion system protein GspJ	834	787
HNEAP_RS00710	HNEAP_RS00710	general secretion pathway protein GspK	HNEAP_RS00710 general secretion pathway protein GspK	2290	1930
HNEAP_RS00715	HNEAP_RS00715	type II secretory pathway component PulL-like protein	HNEAP_RS00715 type II secretory pathway component PulL-like protein	3138	2621
HNEAP_RS00720	HNEAP_RS00720	type II secretion system protein M	HNEAP_RS00720 type II secretion system protein M	1849	1660
HNEAP_RS00725	HNEAP_RS00725	type II secretion system protein N	HNEAP_RS00725 type II secretion system protein N	2184	1849
HNEAP_RS00730	HNEAP_RS00730	DUF4395 domain-containing protein	HNEAP_RS00730 DUF4395 domain-containing protein	468	843
HNEAP_RS00735	HNEAP_RS00735	hypothetical protein	HNEAP_RS00735 hypothetical protein	1629	1394
HNEAP_RS00740	HNEAP_RS00740	BCCT family transporter	HNEAP_RS00740 BCCT family transporter	4057	3597
HNEAP_RS00745	HNEAP_RS00745	MFS transporter	HNEAP_RS00745 MFS transporter	1268	1109
HNEAP_RS00750	HNEAP_RS00750	MFS transporter	HNEAP_RS00750 MFS transporter	1233	1030
HNEAP_RS00760	HNEAP_RS00760	serine/threonine protein kinase	HNEAP_RS00760 serine/threonine protein kinase	3929	3542
HNEAP_RS00765	HNEAP_RS00765	phosphopeptide-binding protein	HNEAP_RS00765 phosphopeptide-binding protein	750	616
HNEAP_RS00770	HNEAP_RS00770	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	HNEAP_RS00770 NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	214	188
HNEAP_RS00775	HNEAP_RS00775	chromosome segregation protein SMC	HNEAP_RS00775 chromosome segregation protein SMC	5823	5241
HNEAP_RS00795	HNEAP_RS00795	tRNA-Pro	HNEAP_RS00795 tRNA-Pro	229	152
HNEAP_RS00800	HNEAP_RS00800	Lrp/AsnC family transcriptional regulator	HNEAP_RS00800 Lrp/AsnC family transcriptional regulator	1296	1088
HNEAP_RS00810	HNEAP_RS00810	ABC transporter ATP-binding protein	HNEAP_RS00810 ABC transporter ATP-binding protein	2147	1843
HNEAP_RS00815	HNEAP_RS00815	phosphohistidine phosphatase SixA	HNEAP_RS00815 phosphohistidine phosphatase SixA	382	395
HNEAP_RS00820	HNEAP_RS00820	rhombosortase	HNEAP_RS00820 rhombosortase	564	499
HNEAP_RS00825	HNEAP_RS00825	transaldolase	HNEAP_RS00825 transaldolase	849	697
HNEAP_RS00830	HNEAP_RS00830	hypothetical protein	HNEAP_RS00830 hypothetical protein	474	387
HNEAP_RS00835	HNEAP_RS00835	RNA polymerase sigma factor	HNEAP_RS00835 RNA polymerase sigma factor	1063	977
HNEAP_RS00840	HNEAP_RS00840	hypothetical protein	HNEAP_RS00840 hypothetical protein	1149	1022
HNEAP_RS00845	HNEAP_RS00845	phosphate porin	HNEAP_RS00845 phosphate porin	3053	2627
HNEAP_RS00850	HNEAP_RS00850	sensor domain-containing diguanylate cyclase	HNEAP_RS00850 sensor domain-containing diguanylate cyclase	1321	1158
HNEAP_RS00855	HNEAP_RS00855	protein disulfide oxidoreductase	HNEAP_RS00855 protein disulfide oxidoreductase	667	546
HNEAP_RS00865	HNEAP_RS00865	dUTP diphosphatase	HNEAP_RS00865 dUTP diphosphatase	26	32
HNEAP_RS00875	HNEAP_RS00875	hypothetical protein	HNEAP_RS00875 hypothetical protein	227	200
HNEAP_RS00880	HNEAP_RS00880	DUF4124 domain-containing protein	HNEAP_RS00880 DUF4124 domain-containing protein	1003	930
HNEAP_RS00885	HNEAP_RS00885	MFS transporter	HNEAP_RS00885 MFS transporter	2665	2252
HNEAP_RS00890	HNEAP_RS00890	ArsR family transcriptional regulator	HNEAP_RS00890 ArsR family transcriptional regulator	1004	813
HNEAP_RS00895	HNEAP_RS00895	ATPase AAA	HNEAP_RS00895 ATPase AAA	6	7
HNEAP_RS00900	HNEAP_RS00900	DUF58 domain-containing protein	HNEAP_RS00900 DUF58 domain-containing protein	23	18
HNEAP_RS00905	HNEAP_RS00905	hypothetical protein	HNEAP_RS00905 hypothetical protein	110	89
HNEAP_RS00910	HNEAP_RS00910	VWA domain-containing protein	HNEAP_RS00910 VWA domain-containing protein	24	21
HNEAP_RS00915	HNEAP_RS00915	hypothetical protein	HNEAP_RS00915 hypothetical protein	88	108
HNEAP_RS00920	HNEAP_RS00920	hypothetical protein	HNEAP_RS00920 hypothetical protein	517	523
HNEAP_RS00925	HNEAP_RS00925	hypothetical protein	HNEAP_RS00925 hypothetical protein	360	356
HNEAP_RS00930	HNEAP_RS00930	High potential iron-sulfur protein	HNEAP_RS00930 High potential iron-sulfur protein	644	553
HNEAP_RS00935	HNEAP_RS00935	SELO family protein	HNEAP_RS00935 SELO family protein	2923	2655
HNEAP_RS00940	HNEAP_RS00940	hypothetical protein	HNEAP_RS00940 hypothetical protein	1576	1398
HNEAP_RS00945	HNEAP_RS00945	diaminobutyrate acetyltransferase	HNEAP_RS00945 diaminobutyrate acetyltransferase	1181	1014
HNEAP_RS00950	HNEAP_RS00950	diaminobutyrate--2-oxoglutarate transaminase	HNEAP_RS00950 diaminobutyrate--2-oxoglutarate transaminase	1424	1221
HNEAP_RS00955	HNEAP_RS00955	ectoine synthase	HNEAP_RS00955 ectoine synthase	267	259
HNEAP_RS00960	HNEAP_RS00960	inositol monophosphatase	HNEAP_RS00960 inositol monophosphatase	1110	945
HNEAP_RS00965	HNEAP_RS00965	rhodanese	HNEAP_RS00965 rhodanese	2334	2014
HNEAP_RS00970	HNEAP_RS00970	DUF2076 domain-containing protein	HNEAP_RS00970 DUF2076 domain-containing protein	1352	1118
HNEAP_RS00980	HNEAP_RS00980	type II restriction endonuclease	HNEAP_RS00980 type II restriction endonuclease	411	362
HNEAP_RS00990	HNEAP_RS00990	DUF3240 domain-containing protein	HNEAP_RS00990 DUF3240 domain-containing protein	221	210
HNEAP_RS00995	HNEAP_RS00995	CusA/CzcA family heavy metal efflux RND transporter	HNEAP_RS00995 CusA/CzcA family heavy metal efflux RND transporter	5453	4648
HNEAP_RS01000	HNEAP_RS01000	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS01000 efflux RND transporter periplasmic adaptor subunit	3423	2903
HNEAP_RS01005	HNEAP_RS01005	TolC family protein	HNEAP_RS01005 TolC family protein	3542	3016
HNEAP_RS01010	HNEAP_RS01010	DNA-binding response regulator	HNEAP_RS01010 DNA-binding response regulator	1420	1204
HNEAP_RS01015	HNEAP_RS01015	two-component sensor histidine kinase	HNEAP_RS01015 two-component sensor histidine kinase	3752	3321
HNEAP_RS01025	HNEAP_RS01025	tryptophan-rich sensory protein	HNEAP_RS01025 tryptophan-rich sensory protein	224	178
HNEAP_RS01030	HNEAP_RS01030	DUF2309 domain-containing protein	HNEAP_RS01030 DUF2309 domain-containing protein	2723	3611
HNEAP_RS01035	HNEAP_RS01035	NADH dehydrogenase subunit 5	HNEAP_RS01035 NADH dehydrogenase subunit 5	1701	2279
HNEAP_RS01040	HNEAP_RS01040	LysR family transcriptional regulator	HNEAP_RS01040 LysR family transcriptional regulator	459	623
HNEAP_RS01045	HNEAP_RS01045	DUF3817 domain-containing protein	HNEAP_RS01045 DUF3817 domain-containing protein	582	501
HNEAP_RS01050	HNEAP_RS01050	aminoacyl-tRNA hydrolase	HNEAP_RS01050 aminoacyl-tRNA hydrolase	133	121
HNEAP_RS01055	HNEAP_RS01055	hypothetical protein	HNEAP_RS01055 hypothetical protein	518	532
HNEAP_RS01060	HNEAP_RS01060	thioredoxin domain-containing protein	HNEAP_RS01060 thioredoxin domain-containing protein	4316	3726
HNEAP_RS01065	HNEAP_RS01065	DUF839 domain-containing protein	HNEAP_RS01065 DUF839 domain-containing protein	2748	2454
HNEAP_RS01070	HNEAP_RS01070	hypothetical protein	HNEAP_RS01070 hypothetical protein	2828	2543
HNEAP_RS01080	HNEAP_RS01080	hypothetical protein	HNEAP_RS01080 hypothetical protein	1515	1299
HNEAP_RS01085	HNEAP_RS01085	DUF2892 domain-containing protein	HNEAP_RS01085 DUF2892 domain-containing protein	147	116
HNEAP_RS01090	HNEAP_RS01090	hypothetical protein	HNEAP_RS01090 hypothetical protein	639	510
HNEAP_RS01105	HNEAP_RS01105	alkaline invertase	HNEAP_RS01105 alkaline invertase	2702	2365
HNEAP_RS01110	HNEAP_RS01110	sucrose-phosphate synthase	HNEAP_RS01110 sucrose-phosphate synthase	6027	5217
HNEAP_RS01115	HNEAP_RS01115	haloacid dehalogenase	HNEAP_RS01115 haloacid dehalogenase	10	10
HNEAP_RS01120	HNEAP_RS01120	Small-conductance mechanosensitive channel-like protein	HNEAP_RS01120 Small-conductance mechanosensitive channel-like protein	1181	981
HNEAP_RS01125	HNEAP_RS01125	pilin	HNEAP_RS01125 pilin	1103	880
HNEAP_RS01130	HNEAP_RS01130	monofunctional biosynthetic peptidoglycan transglycosylase	HNEAP_RS01130 monofunctional biosynthetic peptidoglycan transglycosylase	597	452
HNEAP_RS01135	HNEAP_RS01135	Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB	HNEAP_RS01135 Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB	2136	1592
HNEAP_RS01140	HNEAP_RS01140	nucleotidyltransferase domain-containing protein	HNEAP_RS01140 nucleotidyltransferase domain-containing protein	124	108
HNEAP_RS01145	HNEAP_RS01145	hypothetical protein	HNEAP_RS01145 hypothetical protein	993	867
HNEAP_RS01155	HNEAP_RS01155	group 1 glycosyl transferase	HNEAP_RS01155 group 1 glycosyl transferase	1880	1435
HNEAP_RS01165	HNEAP_RS01165	hypothetical protein	HNEAP_RS01165 hypothetical protein	1604	1385
HNEAP_RS01170	HNEAP_RS01170	DegT/DnrJ/EryC1/StrS family aminotransferase	HNEAP_RS01170 DegT/DnrJ/EryC1/StrS family aminotransferase	1277	1072
HNEAP_RS01180	HNEAP_RS01180	nucleotidyltransferase domain-containing protein	HNEAP_RS01180 nucleotidyltransferase domain-containing protein	383	309
HNEAP_RS01185	HNEAP_RS01185	type II toxin-antitoxin system RelE/ParE family toxin	HNEAP_RS01185 type II toxin-antitoxin system RelE/ParE family toxin	341	325
HNEAP_RS01195	HNEAP_RS01195	Txe/YoeB family addiction module toxin	HNEAP_RS01195 Txe/YoeB family addiction module toxin	155	163
HNEAP_RS01200	HNEAP_RS01200	type II toxin-antitoxin system prevent-host-death family antitoxin	HNEAP_RS01200 type II toxin-antitoxin system prevent-host-death family antitoxin	89	81
HNEAP_RS01215	HNEAP_RS01215	carbohydrate porin	HNEAP_RS01215 carbohydrate porin	1762	1535
HNEAP_RS01220	HNEAP_RS01220	succinyldiaminopimelate transaminase	HNEAP_RS01220 succinyldiaminopimelate transaminase	1568	1327
HNEAP_RS01225	HNEAP_RS01225	glyoxalase	HNEAP_RS01225 glyoxalase	304	215
HNEAP_RS01235	HNEAP_RS01235	ParA family protein	HNEAP_RS01235 ParA family protein	812	680
HNEAP_RS01240	HNEAP_RS01240	nitrogen regulation protein NR(I)	HNEAP_RS01240 nitrogen regulation protein NR(I)	2846	2384
HNEAP_RS01245	HNEAP_RS01245	hypothetical protein	HNEAP_RS01245 hypothetical protein	1974	1739
HNEAP_RS01250	HNEAP_RS01250	DUF4124 domain-containing protein	HNEAP_RS01250 DUF4124 domain-containing protein	584	560
HNEAP_RS01265	HNEAP_RS01265	hypothetical protein	HNEAP_RS01265 hypothetical protein	420	442
HNEAP_RS01270	HNEAP_RS01270	C4-dicarboxylate ABC transporter	HNEAP_RS01270 C4-dicarboxylate ABC transporter	2083	1787
HNEAP_RS01275	HNEAP_RS01275	integral membrane protein	HNEAP_RS01275 integral membrane protein	1123	988
HNEAP_RS01280	HNEAP_RS01280	cytochrome c554	HNEAP_RS01280 cytochrome c554	21	32
HNEAP_RS01315	HNEAP_RS01315	hypothetical protein	HNEAP_RS01315 hypothetical protein	268	443
HNEAP_RS01320	HNEAP_RS01320	copper oxidase	HNEAP_RS01320 copper oxidase	2715	3021
HNEAP_RS01325	HNEAP_RS01325	copper resistance protein B	HNEAP_RS01325 copper resistance protein B	1181	1270
HNEAP_RS01330	HNEAP_RS01330	hypothetical protein	HNEAP_RS01330 hypothetical protein	177	166
HNEAP_RS01335	HNEAP_RS01335	bilirubin oxidase	HNEAP_RS01335 bilirubin oxidase	1203	1585
HNEAP_RS01340	HNEAP_RS01340	TolC family protein	HNEAP_RS01340 TolC family protein	363	598
HNEAP_RS01350	HNEAP_RS01350	AcrB/AcrD/AcrF family protein	HNEAP_RS01350 AcrB/AcrD/AcrF family protein	662	1163
