locusId	sysName	desc	comb	setAS2 HCO	setAS3 LCO
HNEAP_RS00160	HNEAP_RS00160	HDOD domain-containing protein	HNEAP_RS00160 HDOD domain-containing protein	-0.101902348354773	0.0398209454528521
HNEAP_RS00165	HNEAP_RS00165	bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	HNEAP_RS00165 bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	-1.24074701679153	-1.19605569927586
HNEAP_RS00170	HNEAP_RS00170	DNA-directed RNA polymerase subunit omega	HNEAP_RS00170 DNA-directed RNA polymerase subunit omega	-1.18729202373888	-0.603256625630072
HNEAP_RS00180	HNEAP_RS00180	DedA family protein	HNEAP_RS00180 DedA family protein	-0.332366417053098	-0.230546305202647
HNEAP_RS00185	HNEAP_RS00185	glycine zipper 2TM domain-containing protein	HNEAP_RS00185 glycine zipper 2TM domain-containing protein	-0.168237076483309	-0.075888226082725
HNEAP_RS00190	HNEAP_RS00190	membrane protein	HNEAP_RS00190 membrane protein	-0.0728959323869889	0.206537564882368
HNEAP_RS00195	HNEAP_RS00195	exodeoxyribonuclease III	HNEAP_RS00195 exodeoxyribonuclease III	0.150402091187504	0.243014099232468
HNEAP_RS00200	HNEAP_RS00200	hypothetical protein	HNEAP_RS00200 hypothetical protein	-0.211626721838568	-0.296171640836842
HNEAP_RS00205	HNEAP_RS00205	hypothetical protein	HNEAP_RS00205 hypothetical protein	-0.0286038292900325	-0.0883288068653705
HNEAP_RS00210	HNEAP_RS00210	TIGR01458 family HAD-type hydrolase	HNEAP_RS00210 TIGR01458 family HAD-type hydrolase	-0.107048043458396	-0.185758389157558
HNEAP_RS00215	HNEAP_RS00215	competence/damage-inducible protein A	HNEAP_RS00215 competence/damage-inducible protein A	-0.0110468408357226	-0.14557817965389
HNEAP_RS00230	HNEAP_RS00230	hypothetical protein	HNEAP_RS00230 hypothetical protein	-0.0609589113426257	-0.254693162939454
HNEAP_RS00235	HNEAP_RS00235	hypothetical protein	HNEAP_RS00235 hypothetical protein	-0.181851236482953	-0.0480904304507877
HNEAP_RS00240	HNEAP_RS00240	5'-deoxynucleotidase	HNEAP_RS00240 5'-deoxynucleotidase	-0.502786976290018	-0.17810054725424
HNEAP_RS00245	HNEAP_RS00245	deoxyguanosinetriphosphate triphosphohydrolase	HNEAP_RS00245 deoxyguanosinetriphosphate triphosphohydrolase	-0.146724310216971	-0.0927396185925761
HNEAP_RS00250	HNEAP_RS00250	NAD(P)-dependent oxidoreductase	HNEAP_RS00250 NAD(P)-dependent oxidoreductase	-0.0289752869051829	-0.0298344538900788
HNEAP_RS00260	HNEAP_RS00260	DNA recombination protein RmuC	HNEAP_RS00260 DNA recombination protein RmuC	-0.0958240292169876	-0.174369682691034
HNEAP_RS00265	HNEAP_RS00265	hypothetical protein	HNEAP_RS00265 hypothetical protein	-0.525768128236454	-0.797849373964721
HNEAP_RS00270	HNEAP_RS00270	metallophosphoesterase	HNEAP_RS00270 metallophosphoesterase	-0.844118046656133	-0.915312133189665
HNEAP_RS00275	HNEAP_RS00275	hypothetical protein	HNEAP_RS00275 hypothetical protein	-0.0175853650932442	-0.144562249696729
HNEAP_RS00280	HNEAP_RS00280	hypothetical protein	HNEAP_RS00280 hypothetical protein	-0.0819926866677456	0.239129128288408
HNEAP_RS00285	HNEAP_RS00285	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	HNEAP_RS00285 bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	-0.647531041721177	-0.810681273085514
HNEAP_RS00290	HNEAP_RS00290	hypothetical protein	HNEAP_RS00290 hypothetical protein	-0.0724651220262717	-0.0854004168257227
HNEAP_RS00295	HNEAP_RS00295	molecular chaperone Skp	HNEAP_RS00295 molecular chaperone Skp	-0.0586376055573831	-0.0449661651048854
HNEAP_RS00300	HNEAP_RS00300	phosphopantetheine-binding protein	HNEAP_RS00300 phosphopantetheine-binding protein	-0.0875107899026739	-0.106743266878135
HNEAP_RS00305	HNEAP_RS00305	3-oxoacyl-ACP synthase	HNEAP_RS00305 3-oxoacyl-ACP synthase	-0.0308677718151257	-0.00371133126311979
HNEAP_RS00310	HNEAP_RS00310	acyl carrier protein	HNEAP_RS00310 acyl carrier protein	-0.0525547608092661	-0.164781116234387
HNEAP_RS00320	HNEAP_RS00320	AMP-dependent synthetase and ligase	HNEAP_RS00320 AMP-dependent synthetase and ligase	-0.0385263019904539	-0.0155673990773106
HNEAP_RS00325	HNEAP_RS00325	acyl-CoA synthetase	HNEAP_RS00325 acyl-CoA synthetase	-0.0516961257358267	-0.369506133844162
HNEAP_RS00330	HNEAP_RS00330	outer membrane lipoprotein carrier protein LolA	HNEAP_RS00330 outer membrane lipoprotein carrier protein LolA	-0.0907466260381148	-0.138654540354767
HNEAP_RS00335	HNEAP_RS00335	MMPL domain-containing protein	HNEAP_RS00335 MMPL domain-containing protein	-0.0627763072296863	-0.127495227569964
HNEAP_RS00340	HNEAP_RS00340	hypothetical protein	HNEAP_RS00340 hypothetical protein	0.103042529724247	-0.133950808174703
HNEAP_RS00345	HNEAP_RS00345	2-hydroxyacid dehydrogenase	HNEAP_RS00345 2-hydroxyacid dehydrogenase	-0.144542266915757	-0.106656467414819
HNEAP_RS00350	HNEAP_RS00350	PilZ domain-containing protein	HNEAP_RS00350 PilZ domain-containing protein	-0.041556601806202	0.0989461514757897
HNEAP_RS00355	HNEAP_RS00355	glutamate racemase	HNEAP_RS00355 glutamate racemase	0.00470597274898171	-0.0425362906092219
HNEAP_RS00360	HNEAP_RS00360	Txe/YoeB family addiction module toxin	HNEAP_RS00360 Txe/YoeB family addiction module toxin	-0.106142151598175	0.0392045480863173
HNEAP_RS00365	HNEAP_RS00365	prevent-host-death family protein	HNEAP_RS00365 prevent-host-death family protein	0.571942071585412	-0.286818883131366
HNEAP_RS00370	HNEAP_RS00370	hypothetical protein	HNEAP_RS00370 hypothetical protein	-0.0322353358042114	0.0821832409080318
HNEAP_RS00380	HNEAP_RS00380	hypothetical protein	HNEAP_RS00380 hypothetical protein	0.0384267770468057	-0.0202002195458713
HNEAP_RS00385	HNEAP_RS00385	hypothetical protein	HNEAP_RS00385 hypothetical protein	-0.159333565426593	-0.0645718575653778
HNEAP_RS00390	HNEAP_RS00390	hypothetical protein	HNEAP_RS00390 hypothetical protein	-0.251834246107083	-0.0926765094844669
HNEAP_RS00395	HNEAP_RS00395	hypothetical protein	HNEAP_RS00395 hypothetical protein	0.0672982926859232	0.0358010323235619
HNEAP_RS00400	HNEAP_RS00400	hypothetical protein	HNEAP_RS00400 hypothetical protein	0.262497306650712	0.179084103232286
HNEAP_RS00405	HNEAP_RS00405	hypothetical protein	HNEAP_RS00405 hypothetical protein	-0.144708767464402	-0.323594084317158
HNEAP_RS00410	HNEAP_RS00410	hypothetical protein	HNEAP_RS00410 hypothetical protein	-0.0942105371856363	-0.0728165717499442
HNEAP_RS00415	HNEAP_RS00415	yfeABCD locus regulator	HNEAP_RS00415 yfeABCD locus regulator	0.0566911641985617	-0.0646390605106592
HNEAP_RS00420	HNEAP_RS00420	ATPase	HNEAP_RS00420 ATPase	-0.0163597081139229	-0.191011147895487
HNEAP_RS00435	HNEAP_RS00435	cation transporter	HNEAP_RS00435 cation transporter	0.237967065598707	0.159024114316214
HNEAP_RS00445	HNEAP_RS00445	hypothetical protein	HNEAP_RS00445 hypothetical protein	-0.180989654642227	-0.174959218947458
HNEAP_RS00450	HNEAP_RS00450	mercury transporter MerC	HNEAP_RS00450 mercury transporter MerC	-0.181821869649706	0.107996573083565
HNEAP_RS00455	HNEAP_RS00455	hypothetical protein	HNEAP_RS00455 hypothetical protein	0.0614439257378028	0.0270758285171305
HNEAP_RS00460	HNEAP_RS00460	hypothetical protein	HNEAP_RS00460 hypothetical protein	-0.299607670111704	0.0853289183456829
HNEAP_RS00465	HNEAP_RS00465	hypothetical protein	HNEAP_RS00465 hypothetical protein	-0.0177177714239414	-0.0704963040644692
HNEAP_RS00470	HNEAP_RS00470	integrase	HNEAP_RS00470 integrase	-0.11309907356642	0.102015102386533
HNEAP_RS00480	HNEAP_RS00480	class I SAM-dependent methyltransferase	HNEAP_RS00480 class I SAM-dependent methyltransferase	-0.0220993521592053	-0.122414784103487
HNEAP_RS00485	HNEAP_RS00485	SNF2-like protein	HNEAP_RS00485 SNF2-like protein	-0.0487049137556593	-0.0903267624871058
HNEAP_RS00490	HNEAP_RS00490	ferrous iron transport protein A	HNEAP_RS00490 ferrous iron transport protein A	0.0347532161099262	0.00966525284372807
HNEAP_RS00510	HNEAP_RS00510	molecular chaperone DnaJ	HNEAP_RS00510 molecular chaperone DnaJ	-0.231612603223934	-0.0616574861749548
HNEAP_RS00565	HNEAP_RS00565	twin-arginine translocase subunit TatC	HNEAP_RS00565 twin-arginine translocase subunit TatC	-0.415721028452356	-0.248945815198687
HNEAP_RS00575	HNEAP_RS00575	iron export ABC transporter permease subunit FetB	HNEAP_RS00575 iron export ABC transporter permease subunit FetB	-0.301276142146107	-0.167723683257467
HNEAP_RS00580	HNEAP_RS00580	ABC transporter	HNEAP_RS00580 ABC transporter	-0.587571559513214	-0.329088792250453
HNEAP_RS00585	HNEAP_RS00585	hypothetical protein	HNEAP_RS00585 hypothetical protein	-0.259084825089582	-0.211715787465564
HNEAP_RS00590	HNEAP_RS00590	DNA helicase RecG	HNEAP_RS00590 DNA helicase RecG	-0.266298037421035	-0.418385157004768
HNEAP_RS00595	HNEAP_RS00595	Hsp20/alpha crystallin family protein	HNEAP_RS00595 Hsp20/alpha crystallin family protein	0.243815123297637	0.0535235281390783
HNEAP_RS00605	HNEAP_RS00605	OmpA family protein	HNEAP_RS00605 OmpA family protein	-0.00900588351502643	0.0239093021682766
HNEAP_RS00610	HNEAP_RS00610	hypothetical protein	HNEAP_RS00610 hypothetical protein	0.00299790812489398	-0.0164870827754826
HNEAP_RS00615	HNEAP_RS00615	hypothetical protein	HNEAP_RS00615 hypothetical protein	0.108081869964011	-0.178288973057728
HNEAP_RS00620	HNEAP_RS00620	hypothetical protein	HNEAP_RS00620 hypothetical protein	-0.0502626263297518	0.119487556539521
HNEAP_RS00635	HNEAP_RS00635	diguanylate cyclase	HNEAP_RS00635 diguanylate cyclase	-0.228402969296636	-0.139395767529218
HNEAP_RS00640	HNEAP_RS00640	response regulator	HNEAP_RS00640 response regulator	-0.0697646797657686	-0.26876629307669
HNEAP_RS00645	HNEAP_RS00645	sensor histidine kinase	HNEAP_RS00645 sensor histidine kinase	-0.0758663478990584	-0.1750741974853
HNEAP_RS00650	HNEAP_RS00650	serine/threonine-protein phosphatase	HNEAP_RS00650 serine/threonine-protein phosphatase	-0.0864888965817698	-0.0684342327828932
HNEAP_RS00655	HNEAP_RS00655	magnesium and cobalt transport protein CorA	HNEAP_RS00655 magnesium and cobalt transport protein CorA	-0.184291785293949	-0.0933672170497088
HNEAP_RS00660	HNEAP_RS00660	glycosyltransferase family 1 protein	HNEAP_RS00660 glycosyltransferase family 1 protein	-0.047158609255895	-0.119797635663007
HNEAP_RS00665	HNEAP_RS00665	phosphatase PAP2 family protein	HNEAP_RS00665 phosphatase PAP2 family protein	-0.00713596661165095	-0.0133663752494436
HNEAP_RS00670	HNEAP_RS00670	general secretion pathway protein GspC	HNEAP_RS00670 general secretion pathway protein GspC	-0.136943215891485	-0.0371627218149662
HNEAP_RS00675	HNEAP_RS00675	type II secretion system protein GspD	HNEAP_RS00675 type II secretion system protein GspD	0.0853166607906276	-0.00449638813661044
HNEAP_RS00680	HNEAP_RS00680	type II secretion system protein GspE	HNEAP_RS00680 type II secretion system protein GspE	0.0389782059632374	-0.0331186912192513
HNEAP_RS00685	HNEAP_RS00685	type II secretion system protein GspF	HNEAP_RS00685 type II secretion system protein GspF	-0.0292337968773945	-0.00538493427288003
HNEAP_RS00690	HNEAP_RS00690	type II secretion system protein GspG	HNEAP_RS00690 type II secretion system protein GspG	-0.0297646086728998	0.143870420753402
HNEAP_RS00705	HNEAP_RS00705	type II secretion system protein GspJ	HNEAP_RS00705 type II secretion system protein GspJ	0.139368169216317	0.283120201771204
HNEAP_RS00710	HNEAP_RS00710	general secretion pathway protein GspK	HNEAP_RS00710 general secretion pathway protein GspK	0.127447779772068	0.0900593031768759
HNEAP_RS00715	HNEAP_RS00715	type II secretory pathway component PulL-like protein	HNEAP_RS00715 type II secretory pathway component PulL-like protein	-0.0162950316392679	-0.0185179259261679
HNEAP_RS00720	HNEAP_RS00720	type II secretion system protein M	HNEAP_RS00720 type II secretion system protein M	0.0597895785262151	0.0172237351004804
HNEAP_RS00725	HNEAP_RS00725	type II secretion system protein N	HNEAP_RS00725 type II secretion system protein N	0.0580057457394547	-0.108031256867289
HNEAP_RS00730	HNEAP_RS00730	DUF4395 domain-containing protein	HNEAP_RS00730 DUF4395 domain-containing protein	-0.207265761647694	-0.0844823582829482
HNEAP_RS00735	HNEAP_RS00735	hypothetical protein	HNEAP_RS00735 hypothetical protein	-0.0780932954813578	-0.0726377563736951
HNEAP_RS00740	HNEAP_RS00740	BCCT family transporter	HNEAP_RS00740 BCCT family transporter	0.02650627601667	-0.0925493388451803
HNEAP_RS00745	HNEAP_RS00745	MFS transporter	HNEAP_RS00745 MFS transporter	-0.244518904213799	-0.132328526148699
HNEAP_RS00750	HNEAP_RS00750	MFS transporter	HNEAP_RS00750 MFS transporter	-0.00548149676705245	0.0995192992308264
HNEAP_RS00760	HNEAP_RS00760	serine/threonine protein kinase	HNEAP_RS00760 serine/threonine protein kinase	0.0176080307124925	-0.0546375880825277
HNEAP_RS00765	HNEAP_RS00765	phosphopeptide-binding protein	HNEAP_RS00765 phosphopeptide-binding protein	-0.0445901779487451	0.0632587351844756
HNEAP_RS00770	HNEAP_RS00770	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	HNEAP_RS00770 NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	-0.365150456943406	-0.31722273704194
HNEAP_RS00775	HNEAP_RS00775	chromosome segregation protein SMC	HNEAP_RS00775 chromosome segregation protein SMC	-0.12294204616537	-0.122203897073173
HNEAP_RS00795	HNEAP_RS00795	tRNA-Pro	HNEAP_RS00795 tRNA-Pro	0.193792417469916	0.220794194077742
HNEAP_RS00800	HNEAP_RS00800	Lrp/AsnC family transcriptional regulator	HNEAP_RS00800 Lrp/AsnC family transcriptional regulator	-0.0694350264899229	-0.0985361834585089
HNEAP_RS00810	HNEAP_RS00810	ABC transporter ATP-binding protein	HNEAP_RS00810 ABC transporter ATP-binding protein	-0.0427875185635691	0.0373690006043271
HNEAP_RS00815	HNEAP_RS00815	phosphohistidine phosphatase SixA	HNEAP_RS00815 phosphohistidine phosphatase SixA	0.0310363728361425	-0.0763703075586835
HNEAP_RS00820	HNEAP_RS00820	rhombosortase	HNEAP_RS00820 rhombosortase	0.0540361334622143	-0.118566357775612
HNEAP_RS00825	HNEAP_RS00825	transaldolase	HNEAP_RS00825 transaldolase	-0.0842387846835105	-0.040577998413632
HNEAP_RS00830	HNEAP_RS00830	hypothetical protein	HNEAP_RS00830 hypothetical protein	-0.0399526124636037	-0.00307807277393646
HNEAP_RS00835	HNEAP_RS00835	RNA polymerase sigma factor	HNEAP_RS00835 RNA polymerase sigma factor	0.112257641115367	0.0612290808420335
HNEAP_RS00840	HNEAP_RS00840	hypothetical protein	HNEAP_RS00840 hypothetical protein	-0.0736808892026465	-0.0559278656356213
HNEAP_RS00845	HNEAP_RS00845	phosphate porin	HNEAP_RS00845 phosphate porin	-0.0355319586096202	-0.0600805789556157
HNEAP_RS00850	HNEAP_RS00850	sensor domain-containing diguanylate cyclase	HNEAP_RS00850 sensor domain-containing diguanylate cyclase	0.0578726526930861	-0.0120550441260112
HNEAP_RS00855	HNEAP_RS00855	protein disulfide oxidoreductase	HNEAP_RS00855 protein disulfide oxidoreductase	-0.0275520083816729	0.127783236373118
HNEAP_RS00865	HNEAP_RS00865	dUTP diphosphatase	HNEAP_RS00865 dUTP diphosphatase	-1.35296609983532	-1.37186192523008
HNEAP_RS00875	HNEAP_RS00875	hypothetical protein	HNEAP_RS00875 hypothetical protein	0.311659165674311	-0.105864770618467
HNEAP_RS00880	HNEAP_RS00880	DUF4124 domain-containing protein	HNEAP_RS00880 DUF4124 domain-containing protein	-0.159078916549356	-0.175580084727687
HNEAP_RS00885	HNEAP_RS00885	MFS transporter	HNEAP_RS00885 MFS transporter	0.0474627865284386	0.0947269614708368
HNEAP_RS00890	HNEAP_RS00890	ArsR family transcriptional regulator	HNEAP_RS00890 ArsR family transcriptional regulator	0.211075704697841	-0.0822164818697954
HNEAP_RS00895	HNEAP_RS00895	ATPase AAA	HNEAP_RS00895 ATPase AAA	-2.64943190627987	-2.05986449601518
HNEAP_RS00900	HNEAP_RS00900	DUF58 domain-containing protein	HNEAP_RS00900 DUF58 domain-containing protein	-2.14099637073151	-1.6205624495794
HNEAP_RS00905	HNEAP_RS00905	hypothetical protein	HNEAP_RS00905 hypothetical protein	-1.75141386068102	-1.35126049863183
HNEAP_RS00910	HNEAP_RS00910	VWA domain-containing protein	HNEAP_RS00910 VWA domain-containing protein	-2.38821822389572	-1.91098700966317
HNEAP_RS00915	HNEAP_RS00915	hypothetical protein	HNEAP_RS00915 hypothetical protein	-2.02553215042353	-1.68287900476742
HNEAP_RS00920	HNEAP_RS00920	hypothetical protein	HNEAP_RS00920 hypothetical protein	-1.37004257021307	-1.1975532904899
HNEAP_RS00925	HNEAP_RS00925	hypothetical protein	HNEAP_RS00925 hypothetical protein	0.0296730509846176	-0.0151028662972834
HNEAP_RS00930	HNEAP_RS00930	High potential iron-sulfur protein	HNEAP_RS00930 High potential iron-sulfur protein	0.0568104863911836	0.231942777602767
HNEAP_RS00935	HNEAP_RS00935	SELO family protein	HNEAP_RS00935 SELO family protein	-0.0841043441824738	-0.00287054875125933
HNEAP_RS00940	HNEAP_RS00940	hypothetical protein	HNEAP_RS00940 hypothetical protein	-0.0748172200342143	-0.0581099437352544
HNEAP_RS00945	HNEAP_RS00945	diaminobutyrate acetyltransferase	HNEAP_RS00945 diaminobutyrate acetyltransferase	-0.0763697357957283	0.00704025624781091
HNEAP_RS00950	HNEAP_RS00950	diaminobutyrate--2-oxoglutarate transaminase	HNEAP_RS00950 diaminobutyrate--2-oxoglutarate transaminase	0.0443383290525198	0.0651487534484779
HNEAP_RS00955	HNEAP_RS00955	ectoine synthase	HNEAP_RS00955 ectoine synthase	-0.110007122714836	0.0751320759721969
HNEAP_RS00960	HNEAP_RS00960	inositol monophosphatase	HNEAP_RS00960 inositol monophosphatase	-0.0195150263445051	-0.236705185116816
HNEAP_RS00965	HNEAP_RS00965	rhodanese	HNEAP_RS00965 rhodanese	0.0498253425230985	-0.0168443076573827
HNEAP_RS00970	HNEAP_RS00970	DUF2076 domain-containing protein	HNEAP_RS00970 DUF2076 domain-containing protein	-0.0827424003065284	0.0198663634525759
HNEAP_RS00980	HNEAP_RS00980	type II restriction endonuclease	HNEAP_RS00980 type II restriction endonuclease	0.118730867867457	0.254687190255336
HNEAP_RS00990	HNEAP_RS00990	DUF3240 domain-containing protein	HNEAP_RS00990 DUF3240 domain-containing protein	0.130778091972708	-0.0229489265428177
HNEAP_RS00995	HNEAP_RS00995	CusA/CzcA family heavy metal efflux RND transporter	HNEAP_RS00995 CusA/CzcA family heavy metal efflux RND transporter	-0.0141088362634056	0.0425624178950038
HNEAP_RS01000	HNEAP_RS01000	efflux RND transporter periplasmic adaptor subunit	HNEAP_RS01000 efflux RND transporter periplasmic adaptor subunit	0.125624725248602	0.0986103186550799
HNEAP_RS01005	HNEAP_RS01005	TolC family protein	HNEAP_RS01005 TolC family protein	0.154133169792614	0.0877071662522531
HNEAP_RS01010	HNEAP_RS01010	DNA-binding response regulator	HNEAP_RS01010 DNA-binding response regulator	0.0618379393413219	-0.053865482155995
HNEAP_RS01015	HNEAP_RS01015	two-component sensor histidine kinase	HNEAP_RS01015 two-component sensor histidine kinase	-0.0569417033688456	-0.0151287551642887
HNEAP_RS01025	HNEAP_RS01025	tryptophan-rich sensory protein	HNEAP_RS01025 tryptophan-rich sensory protein	-0.180686361962901	0.0276773273758403
HNEAP_RS01030	HNEAP_RS01030	DUF2309 domain-containing protein	HNEAP_RS01030 DUF2309 domain-containing protein	-0.0269335416807402	-2.71351479877243
HNEAP_RS01035	HNEAP_RS01035	NADH dehydrogenase subunit 5	HNEAP_RS01035 NADH dehydrogenase subunit 5	-0.088164042376426	-2.76363220796704
HNEAP_RS01040	HNEAP_RS01040	LysR family transcriptional regulator	HNEAP_RS01040 LysR family transcriptional regulator	-0.0666065219632312	-2.51532780146054
HNEAP_RS01045	HNEAP_RS01045	DUF3817 domain-containing protein	HNEAP_RS01045 DUF3817 domain-containing protein	-0.0768098902114494	-0.27692782626074
HNEAP_RS01050	HNEAP_RS01050	aminoacyl-tRNA hydrolase	HNEAP_RS01050 aminoacyl-tRNA hydrolase	0.0187550872930188	0.368360928194165
HNEAP_RS01055	HNEAP_RS01055	hypothetical protein	HNEAP_RS01055 hypothetical protein	-0.0735313082934413	-0.125387052776763
HNEAP_RS01060	HNEAP_RS01060	thioredoxin domain-containing protein	HNEAP_RS01060 thioredoxin domain-containing protein	0.0268494209785602	0.12830883082545
